expense_id,user_id,category,amount,currency,description,date,location,tags
exp1000,user_050,FOOD,42.62,USD,Coffee break in Harbor,2024-09-26,Harbor,meal
exp1001,user_001,ACTIVITIES,115.8,USD,Tour/Adventure activity in Harbor,2024-09-27,Harbor,activities
exp1002,user_002,NIGHTLIFE,83.29,USD,Bar/Club in Downtown,2024-09-28,Downtown,nightlife
exp1003,user_003,NIGHTLIFE,97.7,USD,Bar/Club in Old Town,2024-09-29,Old Town,nightlife
exp1004,user_004,TRANSPORT,72.29,USD,Taxi/Bus/Train rides in Suburban,2024-09-30,Suburban,travel
exp1005,user_005,ENTERTAINMENT,104.61,USD,Concert/Movie/Show in Uptown,2024-10-01,Uptown,entertainment
exp1006,user_006,ACTIVITIES,58.9,USD,Tour/Adventure activity in Chinatown,2024-10-02,Chinatown,activities
exp1007,user_007,SHOPPING,83.21,USD,Shopping in Uptown,2024-10-03,Uptown,shopping
exp1008,user_008,TRANSPORT,10.69,USD,Taxi/Bus/Train rides in Downtown,2024-10-04,Downtown,travel
exp1009,user_009,SHOPPING,147.29,USD,Shopping in Plaza District,2024-10-05,Plaza District,shopping
exp1010,user_010,ACTIVITIES,85.55,USD,Tour/Adventure activity in Midtown,2024-10-06,Midtown,activities
exp1011,user_011,ACCOMMODATION,256.98,USD,Hotel/Hostel in Chinatown,2024-10-07,Chinatown,travel
exp1012,user_012,NIGHTLIFE,96.29,USD,Bar/Club in Arts District,2024-10-08,Arts District,nightlife
exp1013,user_013,NIGHTLIFE,67.25,USD,Bar/Club in Downtown,2024-10-09,Downtown,nightlife
exp1014,user_014,TRANSPORT,93.69,USD,Taxi/Bus/Train rides in Uptown,2024-10-10,Uptown,travel
exp1015,user_015,TRANSPORT,68.03,USD,Taxi/Bus/Train rides in Midtown,2024-10-11,Midtown,travel
exp1016,user_016,ACTIVITIES,170.04,USD,Tour/Adventure activity in Uptown,2024-10-12,Uptown,activities
exp1017,user_017,SHOPPING,108.65,USD,Shopping in Chinatown,2024-10-13,Chinatown,shopping
exp1018,user_018,TRANSPORT,28.12,USD,Taxi/Bus/Train rides in Plaza District,2024-10-14,Plaza District,travel
exp1019,user_019,TRANSPORT,70.6,USD,Taxi/Bus/Train rides in Suburban,2024-10-15,Suburban,travel
exp1020,user_020,DINING,47.41,USD,Dining experience in Plaza District,2024-10-16,Plaza District,meal
exp1021,user_021,TRANSPORT,90.51,USD,Taxi/Bus/Train rides in Chinatown,2024-10-17,Chinatown,travel
exp1022,user_022,DINING,49.98,USD,Dining experience in Beach Area,2024-10-18,Beach Area,meal
exp1023,user_023,ENTERTAINMENT,38.33,USD,Concert/Movie/Show in Midtown,2024-10-19,Midtown,entertainment
exp1024,user_024,TRANSPORT,28.78,USD,Taxi/Bus/Train rides in Old Town,2024-10-20,Old Town,travel
exp1025,user_025,ACCOMMODATION,86.44,USD,Hotel/Hostel in Uptown,2024-10-21,Uptown,travel
exp1026,user_026,FOOD,50.51,USD,Snack in Uptown,2024-10-22,Uptown,meal
exp1027,user_027,ACCOMMODATION,126.55,USD,Hotel/Hostel in Chinatown,2024-10-23,Chinatown,travel
exp1028,user_028,TRANSPORT,14.56,USD,Taxi/Bus/Train rides in Plaza District,2024-10-24,Plaza District,travel
exp1029,user_029,SHOPPING,178.72,USD,Shopping in Uptown,2024-10-25,Uptown,shopping
exp1030,user_030,ACCOMMODATION,203.64,USD,Hotel/Hostel in Harbor,2024-10-26,Harbor,travel
exp1031,user_031,ENTERTAINMENT,110.34,USD,Concert/Movie/Show in Beach Area,2024-10-27,Beach Area,entertainment
exp1032,user_032,ACTIVITIES,146.42,USD,Tour/Adventure activity in Arts District,2024-10-28,Arts District,activities
exp1033,user_033,ENTERTAINMENT,136.62,USD,Concert/Movie/Show in Beach Area,2024-10-29,Beach Area,entertainment
exp1034,user_034,FOOD,57.89,USD,Breakfast in Suburban,2024-10-30,Suburban,meal
exp1035,user_035,ENTERTAINMENT,123.52,USD,Concert/Movie/Show in Old Town,2024-10-31,Old Town,entertainment
exp1036,user_036,DINING,76.28,USD,Dining experience in Arts District,2024-11-01,Arts District,meal
exp1037,user_037,DINING,75.03,USD,Dining experience in Chinatown,2024-11-02,Chinatown,meal
exp1038,user_038,DINING,57.55,USD,Dining experience in Uptown,2024-11-03,Uptown,meal
exp1039,user_039,ACTIVITIES,147.93,USD,Tour/Adventure activity in Arts District,2024-11-04,Arts District,activities
exp1040,user_040,ACTIVITIES,93.17,USD,Tour/Adventure activity in Downtown,2024-11-05,Downtown,activities
exp1041,user_041,DINING,89.33,USD,Dining experience in Harbor,2024-11-06,Harbor,meal
exp1042,user_042,DINING,44.0,USD,Dining experience in Beach Area,2024-11-07,Beach Area,meal
exp1043,user_043,DINING,75.42,USD,Dining experience in Suburban,2024-11-08,Suburban,meal
exp1044,user_044,NIGHTLIFE,45.59,USD,Bar/Club in Harbor,2024-11-09,Harbor,nightlife
exp1045,user_045,ENTERTAINMENT,77.11,USD,Concert/Movie/Show in Harbor,2024-11-10,Harbor,entertainment
exp1046,user_046,ACCOMMODATION,240.58,USD,Hotel/Hostel in Old Town,2024-11-11,Old Town,travel
exp1047,user_047,NIGHTLIFE,73.41,USD,Bar/Club in Old Town,2024-11-12,Old Town,nightlife
exp1048,user_048,ENTERTAINMENT,51.47,USD,Concert/Movie/Show in Old Town,2024-11-13,Old Town,entertainment
exp1049,user_049,FOOD,61.85,USD,Snack in Arts District,2024-11-14,Arts District,meal
exp1050,user_050,TRANSPORT,28.6,USD,Taxi/Bus/Train rides in Old Town,2024-11-15,Old Town,travel
exp1051,user_001,ACTIVITIES,182.78,USD,Tour/Adventure activity in Beach Area,2024-11-16,Beach Area,activities
exp1052,user_002,ACTIVITIES,180.99,USD,Tour/Adventure activity in Beach Area,2024-11-17,Beach Area,activities
exp1053,user_003,DINING,59.4,USD,Dining experience in Downtown,2024-11-18,Downtown,meal
exp1054,user_004,TRANSPORT,62.91,USD,Taxi/Bus/Train rides in Harbor,2024-11-19,Harbor,travel
exp1055,user_005,ENTERTAINMENT,38.72,USD,Concert/Movie/Show in Old Town,2024-11-20,Old Town,entertainment
exp1056,user_006,FOOD,63.25,USD,Dinner at restaurant in Beach Area,2024-11-21,Beach Area,meal
exp1057,user_007,TRANSPORT,97.38,USD,Taxi/Bus/Train rides in Plaza District,2024-11-22,Plaza District,travel
exp1058,user_008,TRANSPORT,96.49,USD,Taxi/Bus/Train rides in Midtown,2024-11-23,Midtown,travel
exp1059,user_009,ACCOMMODATION,230.42,USD,Hotel/Hostel in Downtown,2024-11-24,Downtown,travel
exp1060,user_010,NIGHTLIFE,64.86,USD,Bar/Club in Midtown,2024-11-25,Midtown,nightlife
exp1061,user_011,TRANSPORT,80.9,USD,Taxi/Bus/Train rides in Plaza District,2024-11-26,Plaza District,travel
exp1062,user_012,FOOD,17.24,USD,Dinner at restaurant in Midtown,2024-11-27,Midtown,meal
exp1063,user_013,DINING,89.02,USD,Dining experience in Suburban,2024-11-28,Suburban,meal
exp1064,user_014,TRANSPORT,67.16,USD,Taxi/Bus/Train rides in Suburban,2024-11-29,Suburban,travel
exp1065,user_015,TRANSPORT,71.24,USD,Taxi/Bus/Train rides in Chinatown,2024-11-30,Chinatown,travel
exp1066,user_016,DINING,61.71,USD,Dining experience in Arts District,2024-12-01,Arts District,meal
exp1067,user_017,ACTIVITIES,145.0,USD,Tour/Adventure activity in Plaza District,2024-12-02,Plaza District,activities
exp1068,user_018,ACCOMMODATION,235.84,USD,Hotel/Hostel in Midtown,2024-12-03,Midtown,travel
exp1069,user_019,TRANSPORT,41.23,USD,Taxi/Bus/Train rides in Suburban,2024-12-04,Suburban,travel
exp1070,user_020,DINING,24.44,USD,Dining experience in Harbor,2024-12-05,Harbor,meal
exp1071,user_021,ACCOMMODATION,82.09,USD,Hotel/Hostel in Harbor,2024-12-06,Harbor,travel
exp1072,user_022,FOOD,47.05,USD,Dessert in Midtown,2024-12-07,Midtown,meal
exp1073,user_023,SHOPPING,150.19,USD,Shopping in Old Town,2024-12-08,Old Town,shopping
exp1074,user_024,SHOPPING,169.13,USD,Shopping in Suburban,2024-12-09,Suburban,shopping
exp1075,user_025,ENTERTAINMENT,124.61,USD,Concert/Movie/Show in Uptown,2024-12-10,Uptown,entertainment
exp1076,user_026,DINING,53.34,USD,Dining experience in Suburban,2024-12-11,Suburban,meal
exp1077,user_027,NIGHTLIFE,57.3,USD,Bar/Club in Midtown,2024-12-12,Midtown,nightlife
exp1078,user_028,DINING,89.49,USD,Dining experience in Harbor,2024-12-13,Harbor,meal
exp1079,user_029,ENTERTAINMENT,51.23,USD,Concert/Movie/Show in Suburban,2024-12-14,Suburban,entertainment
exp1080,user_030,FOOD,56.88,USD,Dessert in Arts District,2024-12-15,Arts District,meal
exp1081,user_031,SHOPPING,192.75,USD,Shopping in Suburban,2024-12-16,Suburban,shopping
exp1082,user_032,ENTERTAINMENT,77.37,USD,Concert/Movie/Show in Uptown,2024-12-17,Uptown,entertainment
exp1083,user_033,FOOD,78.23,USD,Dinner at restaurant in Beach Area,2024-12-18,Beach Area,meal
exp1084,user_034,DINING,68.4,USD,Dining experience in Old Town,2024-12-19,Old Town,meal
exp1085,user_035,SHOPPING,70.37,USD,Shopping in Uptown,2024-12-20,Uptown,shopping
exp1086,user_036,FOOD,44.63,USD,Lunch at restaurant in Suburban,2024-12-21,Suburban,meal
exp1087,user_037,TRANSPORT,80.99,USD,Taxi/Bus/Train rides in Midtown,2024-12-22,Midtown,travel
exp1088,user_038,DINING,81.81,USD,Dining experience in Harbor,2024-12-23,Harbor,meal
exp1089,user_039,ACTIVITIES,75.07,USD,Tour/Adventure activity in Chinatown,2024-12-24,Chinatown,activities
exp1090,user_040,ENTERTAINMENT,59.78,USD,Concert/Movie/Show in Chinatown,2024-12-25,Chinatown,entertainment
exp1091,user_041,SHOPPING,149.78,USD,Shopping in Plaza District,2024-12-26,Plaza District,shopping
exp1092,user_042,TRANSPORT,70.55,USD,Taxi/Bus/Train rides in Midtown,2024-12-27,Midtown,travel
exp1093,user_043,DINING,66.87,USD,Dining experience in Harbor,2024-12-28,Harbor,meal
exp1094,user_044,DINING,69.11,USD,Dining experience in Uptown,2024-12-29,Uptown,meal
exp1095,user_045,NIGHTLIFE,38.18,USD,Bar/Club in Beach Area,2024-12-30,Beach Area,nightlife
exp1096,user_046,SHOPPING,67.32,USD,Shopping in Chinatown,2024-01-01,Chinatown,shopping
exp1097,user_047,DINING,21.17,USD,Dining experience in Downtown,2024-01-02,Downtown,meal
exp1098,user_048,ACCOMMODATION,211.07,USD,Hotel/Hostel in Chinatown,2024-01-03,Chinatown,travel
exp1099,user_049,DINING,29.73,USD,Dining experience in Harbor,2024-01-04,Harbor,meal
exp1100,user_050,ACTIVITIES,118.76,USD,Tour/Adventure activity in Downtown,2024-01-05,Downtown,activities
exp1101,user_001,SHOPPING,138.97,USD,Shopping in Chinatown,2024-01-06,Chinatown,shopping
exp1102,user_002,FOOD,61.6,USD,Lunch at restaurant in Arts District,2024-01-07,Arts District,meal
exp1103,user_003,ACCOMMODATION,167.02,USD,Hotel/Hostel in Old Town,2024-01-08,Old Town,travel
exp1104,user_004,NIGHTLIFE,86.51,USD,Bar/Club in Midtown,2024-01-09,Midtown,nightlife
exp1105,user_005,NIGHTLIFE,20.9,USD,Bar/Club in Downtown,2024-01-10,Downtown,nightlife
exp1106,user_006,ENTERTAINMENT,86.19,USD,Concert/Movie/Show in Chinatown,2024-01-11,Chinatown,entertainment
exp1107,user_007,DINING,60.28,USD,Dining experience in Uptown,2024-01-12,Uptown,meal
exp1108,user_008,NIGHTLIFE,76.46,USD,Bar/Club in Chinatown,2024-01-13,Chinatown,nightlife
exp1109,user_009,NIGHTLIFE,78.31,USD,Bar/Club in Plaza District,2024-01-14,Plaza District,nightlife
exp1110,user_010,DINING,29.3,USD,Dining experience in Arts District,2024-01-15,Arts District,meal
exp1111,user_011,ACCOMMODATION,230.73,USD,Hotel/Hostel in Downtown,2024-01-16,Downtown,travel
exp1112,user_012,ACCOMMODATION,126.51,USD,Hotel/Hostel in Suburban,2024-01-17,Suburban,travel
exp1113,user_013,NIGHTLIFE,94.37,USD,Bar/Club in Beach Area,2024-01-18,Beach Area,nightlife
exp1114,user_014,ENTERTAINMENT,117.46,USD,Concert/Movie/Show in Harbor,2024-01-19,Harbor,entertainment
exp1115,user_015,FOOD,22.25,USD,Snack in Beach Area,2024-01-20,Beach Area,meal
exp1116,user_016,ACCOMMODATION,281.81,USD,Hotel/Hostel in Suburban,2024-01-21,Suburban,travel
exp1117,user_017,DINING,63.54,USD,Dining experience in Beach Area,2024-01-22,Beach Area,meal
exp1118,user_018,ACCOMMODATION,162.56,USD,Hotel/Hostel in Uptown,2024-01-23,Uptown,travel
exp1119,user_019,SHOPPING,194.13,USD,Shopping in Chinatown,2024-01-24,Chinatown,shopping
exp1120,user_020,TRANSPORT,51.86,USD,Taxi/Bus/Train rides in Uptown,2024-01-25,Uptown,travel
exp1121,user_021,SHOPPING,125.76,USD,Shopping in Beach Area,2024-01-26,Beach Area,shopping
exp1122,user_022,DINING,35.65,USD,Dining experience in Chinatown,2024-01-27,Chinatown,meal
exp1123,user_023,TRANSPORT,61.1,USD,Taxi/Bus/Train rides in Suburban,2024-01-28,Suburban,travel
exp1124,user_024,ACCOMMODATION,247.14,USD,Hotel/Hostel in Beach Area,2024-01-29,Beach Area,travel
exp1125,user_025,ENTERTAINMENT,100.41,USD,Concert/Movie/Show in Plaza District,2024-01-30,Plaza District,entertainment
exp1126,user_026,DINING,86.86,USD,Dining experience in Uptown,2024-01-31,Uptown,meal
exp1127,user_027,TRANSPORT,75.92,USD,Taxi/Bus/Train rides in Chinatown,2024-02-01,Chinatown,travel
exp1128,user_028,ACCOMMODATION,206.75,USD,Hotel/Hostel in Chinatown,2024-02-02,Chinatown,travel
exp1129,user_029,ACTIVITIES,132.77,USD,Tour/Adventure activity in Suburban,2024-02-03,Suburban,activities
exp1130,user_030,FOOD,38.49,USD,Café meal in Midtown,2024-02-04,Midtown,meal
exp1131,user_031,TRANSPORT,83.3,USD,Taxi/Bus/Train rides in Beach Area,2024-02-05,Beach Area,travel
exp1132,user_032,ENTERTAINMENT,104.42,USD,Concert/Movie/Show in Suburban,2024-02-06,Suburban,entertainment
exp1133,user_033,ENTERTAINMENT,126.62,USD,Concert/Movie/Show in Uptown,2024-02-07,Uptown,entertainment
exp1134,user_034,DINING,28.18,USD,Dining experience in Downtown,2024-02-08,Downtown,meal
exp1135,user_035,ENTERTAINMENT,18.53,USD,Concert/Movie/Show in Arts District,2024-02-09,Arts District,entertainment
exp1136,user_036,ACTIVITIES,27.17,USD,Tour/Adventure activity in Harbor,2024-02-10,Harbor,activities
exp1137,user_037,FOOD,73.39,USD,Snack in Plaza District,2024-02-11,Plaza District,meal
exp1138,user_038,NIGHTLIFE,30.81,USD,Bar/Club in Harbor,2024-02-12,Harbor,nightlife
exp1139,user_039,ACTIVITIES,111.05,USD,Tour/Adventure activity in Beach Area,2024-02-13,Beach Area,activities
exp1140,user_040,ACCOMMODATION,102.27,USD,Hotel/Hostel in Downtown,2024-02-14,Downtown,travel
exp1141,user_041,ACTIVITIES,49.02,USD,Tour/Adventure activity in Uptown,2024-02-15,Uptown,activities
exp1142,user_042,DINING,89.65,USD,Dining experience in Beach Area,2024-02-16,Beach Area,meal
exp1143,user_043,ACCOMMODATION,247.07,USD,Hotel/Hostel in Plaza District,2024-02-17,Plaza District,travel
exp1144,user_044,TRANSPORT,87.06,USD,Taxi/Bus/Train rides in Midtown,2024-02-18,Midtown,travel
exp1145,user_045,DINING,62.17,USD,Dining experience in Arts District,2024-02-19,Arts District,meal
exp1146,user_046,FOOD,33.72,USD,Breakfast in Harbor,2024-02-20,Harbor,meal
exp1147,user_047,NIGHTLIFE,17.88,USD,Bar/Club in Old Town,2024-02-21,Old Town,nightlife
exp1148,user_048,DINING,21.02,USD,Dining experience in Suburban,2024-02-22,Suburban,meal
exp1149,user_049,SHOPPING,40.77,USD,Shopping in Uptown,2024-02-23,Uptown,shopping
exp1150,user_050,TRANSPORT,93.99,USD,Taxi/Bus/Train rides in Arts District,2024-02-24,Arts District,travel
exp1151,user_001,NIGHTLIFE,37.76,USD,Bar/Club in Downtown,2024-02-25,Downtown,nightlife
exp1152,user_002,SHOPPING,131.98,USD,Shopping in Plaza District,2024-02-26,Plaza District,shopping
exp1153,user_003,DINING,65.12,USD,Dining experience in Midtown,2024-02-27,Midtown,meal
exp1154,user_004,ACCOMMODATION,188.01,USD,Hotel/Hostel in Beach Area,2024-02-28,Beach Area,travel
exp1155,user_005,DINING,20.46,USD,Dining experience in Midtown,2024-02-29,Midtown,meal
exp1156,user_006,ENTERTAINMENT,81.08,USD,Concert/Movie/Show in Beach Area,2024-03-01,Beach Area,entertainment
exp1157,user_007,NIGHTLIFE,54.23,USD,Bar/Club in Old Town,2024-03-02,Old Town,nightlife
exp1158,user_008,NIGHTLIFE,48.77,USD,Bar/Club in Chinatown,2024-03-03,Chinatown,nightlife
exp1159,user_009,TRANSPORT,16.8,USD,Taxi/Bus/Train rides in Plaza District,2024-03-04,Plaza District,travel
exp1160,user_010,TRANSPORT,40.93,USD,Taxi/Bus/Train rides in Plaza District,2024-03-05,Plaza District,travel
exp1161,user_011,SHOPPING,193.99,USD,Shopping in Downtown,2024-03-06,Downtown,shopping
exp1162,user_012,NIGHTLIFE,46.69,USD,Bar/Club in Old Town,2024-03-07,Old Town,nightlife
exp1163,user_013,ACTIVITIES,192.13,USD,Tour/Adventure activity in Downtown,2024-03-08,Downtown,activities
exp1164,user_014,ENTERTAINMENT,30.01,USD,Concert/Movie/Show in Plaza District,2024-03-09,Plaza District,entertainment
exp1165,user_015,FOOD,9.86,USD,Lunch at restaurant in Harbor,2024-03-10,Harbor,meal
exp1166,user_016,TRANSPORT,43.56,USD,Taxi/Bus/Train rides in Midtown,2024-03-11,Midtown,travel
exp1167,user_017,DINING,90.44,USD,Dining experience in Uptown,2024-03-12,Uptown,meal
exp1168,user_018,DINING,47.45,USD,Dining experience in Harbor,2024-03-13,Harbor,meal
exp1169,user_019,FOOD,12.13,USD,Street food in Suburban,2024-03-14,Suburban,meal
exp1170,user_020,NIGHTLIFE,60.68,USD,Bar/Club in Harbor,2024-03-15,Harbor,nightlife
exp1171,user_021,NIGHTLIFE,39.77,USD,Bar/Club in Harbor,2024-03-16,Harbor,nightlife
exp1172,user_022,ACTIVITIES,31.56,USD,Tour/Adventure activity in Arts District,2024-03-17,Arts District,activities
exp1173,user_023,FOOD,33.18,USD,Dessert in Harbor,2024-03-18,Harbor,meal
exp1174,user_024,ACCOMMODATION,287.42,USD,Hotel/Hostel in Harbor,2024-03-19,Harbor,travel
exp1175,user_025,FOOD,70.89,USD,Dessert in Suburban,2024-03-20,Suburban,meal
exp1176,user_026,TRANSPORT,98.28,USD,Taxi/Bus/Train rides in Beach Area,2024-03-21,Beach Area,travel
exp1177,user_027,DINING,34.99,USD,Dining experience in Beach Area,2024-03-22,Beach Area,meal
exp1178,user_028,ENTERTAINMENT,28.57,USD,Concert/Movie/Show in Arts District,2024-03-23,Arts District,entertainment
exp1179,user_029,ENTERTAINMENT,24.03,USD,Concert/Movie/Show in Plaza District,2024-03-24,Plaza District,entertainment
exp1180,user_030,ACCOMMODATION,137.47,USD,Hotel/Hostel in Arts District,2024-03-25,Arts District,travel
exp1181,user_031,FOOD,55.48,USD,Café meal in Plaza District,2024-03-26,Plaza District,meal
exp1182,user_032,FOOD,32.8,USD,Street food in Suburban,2024-03-27,Suburban,meal
exp1183,user_033,SHOPPING,112.79,USD,Shopping in Suburban,2024-03-28,Suburban,shopping
exp1184,user_034,NIGHTLIFE,68.97,USD,Bar/Club in Plaza District,2024-03-29,Plaza District,nightlife
exp1185,user_035,ACTIVITIES,143.6,USD,Tour/Adventure activity in Old Town,2024-03-30,Old Town,activities
exp1186,user_036,ACTIVITIES,163.86,USD,Tour/Adventure activity in Downtown,2024-03-31,Downtown,activities
exp1187,user_037,DINING,88.78,USD,Dining experience in Downtown,2024-04-01,Downtown,meal
exp1188,user_038,ACTIVITIES,183.02,USD,Tour/Adventure activity in Chinatown,2024-04-02,Chinatown,activities
exp1189,user_039,ENTERTAINMENT,117.83,USD,Concert/Movie/Show in Harbor,2024-04-03,Harbor,entertainment
exp1190,user_040,SHOPPING,42.52,USD,Shopping in Suburban,2024-04-04,Suburban,shopping
exp1191,user_041,ENTERTAINMENT,46.04,USD,Concert/Movie/Show in Uptown,2024-04-05,Uptown,entertainment
exp1192,user_042,NIGHTLIFE,69.63,USD,Bar/Club in Midtown,2024-04-06,Midtown,nightlife
exp1193,user_043,DINING,92.0,USD,Dining experience in Plaza District,2024-04-07,Plaza District,meal
exp1194,user_044,NIGHTLIFE,42.31,USD,Bar/Club in Harbor,2024-04-08,Harbor,nightlife
exp1195,user_045,NIGHTLIFE,24.56,USD,Bar/Club in Midtown,2024-04-09,Midtown,nightlife
exp1196,user_046,ACTIVITIES,171.15,USD,Tour/Adventure activity in Midtown,2024-04-10,Midtown,activities
exp1197,user_047,NIGHTLIFE,42.48,USD,Bar/Club in Suburban,2024-04-11,Suburban,nightlife
exp1198,user_048,NIGHTLIFE,40.93,USD,Bar/Club in Plaza District,2024-04-12,Plaza District,nightlife
exp1199,user_049,FOOD,55.04,USD,Dinner at restaurant in Beach Area,2024-04-13,Beach Area,meal
exp1200,user_050,NIGHTLIFE,47.1,USD,Bar/Club in Beach Area,2024-04-14,Beach Area,nightlife
exp1201,user_001,ACCOMMODATION,83.1,USD,Hotel/Hostel in Beach Area,2024-04-15,Beach Area,travel
exp1202,user_002,ACTIVITIES,158.02,USD,Tour/Adventure activity in Uptown,2024-04-16,Uptown,activities
exp1203,user_003,ENTERTAINMENT,98.36,USD,Concert/Movie/Show in Uptown,2024-04-17,Uptown,entertainment
exp1204,user_004,ACCOMMODATION,107.65,USD,Hotel/Hostel in Old Town,2024-04-18,Old Town,travel
exp1205,user_005,SHOPPING,64.69,USD,Shopping in Arts District,2024-04-19,Arts District,shopping
exp1206,user_006,NIGHTLIFE,17.55,USD,Bar/Club in Beach Area,2024-04-20,Beach Area,nightlife
exp1207,user_007,SHOPPING,54.25,USD,Shopping in Suburban,2024-04-21,Suburban,shopping
exp1208,user_008,ENTERTAINMENT,114.99,USD,Concert/Movie/Show in Arts District,2024-04-22,Arts District,entertainment
exp1209,user_009,DINING,54.44,USD,Dining experience in Uptown,2024-04-23,Uptown,meal
exp1210,user_010,DINING,97.77,USD,Dining experience in Beach Area,2024-04-24,Beach Area,meal
exp1211,user_011,ENTERTAINMENT,38.99,USD,Concert/Movie/Show in Plaza District,2024-04-25,Plaza District,entertainment
exp1212,user_012,NIGHTLIFE,84.36,USD,Bar/Club in Old Town,2024-04-26,Old Town,nightlife
exp1213,user_013,SHOPPING,149.42,USD,Shopping in Beach Area,2024-04-27,Beach Area,shopping
exp1214,user_014,ACTIVITIES,107.86,USD,Tour/Adventure activity in Midtown,2024-04-28,Midtown,activities
exp1215,user_015,ENTERTAINMENT,39.52,USD,Concert/Movie/Show in Harbor,2024-04-29,Harbor,entertainment
exp1216,user_016,SHOPPING,100.85,USD,Shopping in Suburban,2024-04-30,Suburban,shopping
exp1217,user_017,NIGHTLIFE,99.95,USD,Bar/Club in Arts District,2024-05-01,Arts District,nightlife
exp1218,user_018,ENTERTAINMENT,111.2,USD,Concert/Movie/Show in Arts District,2024-05-02,Arts District,entertainment
exp1219,user_019,TRANSPORT,92.98,USD,Taxi/Bus/Train rides in Arts District,2024-05-03,Arts District,travel
exp1220,user_020,ACTIVITIES,49.14,USD,Tour/Adventure activity in Arts District,2024-05-04,Arts District,activities
exp1221,user_021,SHOPPING,91.64,USD,Shopping in Midtown,2024-05-05,Midtown,shopping
exp1222,user_022,ACTIVITIES,56.84,USD,Tour/Adventure activity in Downtown,2024-05-06,Downtown,activities
exp1223,user_023,SHOPPING,60.75,USD,Shopping in Plaza District,2024-05-07,Plaza District,shopping
exp1224,user_024,TRANSPORT,75.26,USD,Taxi/Bus/Train rides in Arts District,2024-05-08,Arts District,travel
exp1225,user_025,FOOD,53.34,USD,Dessert in Uptown,2024-05-09,Uptown,meal
exp1226,user_026,DINING,97.24,USD,Dining experience in Uptown,2024-05-10,Uptown,meal
exp1227,user_027,ACCOMMODATION,79.06,USD,Hotel/Hostel in Beach Area,2024-05-11,Beach Area,travel
exp1228,user_028,ENTERTAINMENT,135.85,USD,Concert/Movie/Show in Harbor,2024-05-12,Harbor,entertainment
exp1229,user_029,TRANSPORT,92.02,USD,Taxi/Bus/Train rides in Chinatown,2024-05-13,Chinatown,travel
exp1230,user_030,ACCOMMODATION,163.51,USD,Hotel/Hostel in Harbor,2024-05-14,Harbor,travel
exp1231,user_031,DINING,96.01,USD,Dining experience in Midtown,2024-05-15,Midtown,meal
exp1232,user_032,ACCOMMODATION,172.05,USD,Hotel/Hostel in Downtown,2024-05-16,Downtown,travel
exp1233,user_033,ACTIVITIES,72.16,USD,Tour/Adventure activity in Uptown,2024-05-17,Uptown,activities
exp1234,user_034,ACCOMMODATION,241.7,USD,Hotel/Hostel in Suburban,2024-05-18,Suburban,travel
exp1235,user_035,TRANSPORT,30.55,USD,Taxi/Bus/Train rides in Arts District,2024-05-19,Arts District,travel
exp1236,user_036,NIGHTLIFE,23.13,USD,Bar/Club in Plaza District,2024-05-20,Plaza District,nightlife
exp1237,user_037,NIGHTLIFE,53.77,USD,Bar/Club in Harbor,2024-05-21,Harbor,nightlife
exp1238,user_038,ACCOMMODATION,219.03,USD,Hotel/Hostel in Suburban,2024-05-22,Suburban,travel
exp1239,user_039,SHOPPING,61.63,USD,Shopping in Midtown,2024-05-23,Midtown,shopping
exp1240,user_040,ACCOMMODATION,260.91,USD,Hotel/Hostel in Uptown,2024-05-24,Uptown,travel
exp1241,user_041,ENTERTAINMENT,74.77,USD,Concert/Movie/Show in Arts District,2024-05-25,Arts District,entertainment
exp1242,user_042,ACTIVITIES,96.4,USD,Tour/Adventure activity in Midtown,2024-05-26,Midtown,activities
exp1243,user_043,ACCOMMODATION,179.37,USD,Hotel/Hostel in Plaza District,2024-05-27,Plaza District,travel
exp1244,user_044,DINING,43.91,USD,Dining experience in Uptown,2024-05-28,Uptown,meal
exp1245,user_045,DINING,79.57,USD,Dining experience in Downtown,2024-05-29,Downtown,meal
exp1246,user_046,ACCOMMODATION,90.93,USD,Hotel/Hostel in Arts District,2024-05-30,Arts District,travel
exp1247,user_047,SHOPPING,181.45,USD,Shopping in Suburban,2024-05-31,Suburban,shopping
exp1248,user_048,NIGHTLIFE,26.83,USD,Bar/Club in Suburban,2024-06-01,Suburban,nightlife
exp1249,user_049,SHOPPING,41.05,USD,Shopping in Chinatown,2024-06-02,Chinatown,shopping
exp1250,user_050,ACCOMMODATION,290.96,USD,Hotel/Hostel in Arts District,2024-06-03,Arts District,travel
exp1251,user_001,ACTIVITIES,86.84,USD,Tour/Adventure activity in Midtown,2024-06-04,Midtown,activities
exp1252,user_002,TRANSPORT,43.68,USD,Taxi/Bus/Train rides in Old Town,2024-06-05,Old Town,travel
exp1253,user_003,FOOD,37.9,USD,Lunch at restaurant in Arts District,2024-06-06,Arts District,meal
exp1254,user_004,TRANSPORT,34.95,USD,Taxi/Bus/Train rides in Downtown,2024-06-07,Downtown,travel
exp1255,user_005,ACTIVITIES,69.83,USD,Tour/Adventure activity in Old Town,2024-06-08,Old Town,activities
exp1256,user_006,ACTIVITIES,45.87,USD,Tour/Adventure activity in Uptown,2024-06-09,Uptown,activities
exp1257,user_007,DINING,51.52,USD,Dining experience in Beach Area,2024-06-10,Beach Area,meal
