restaurant_id,name,cuisine_type,rating,price_range,location,average_cost,reviews_count,dietary_options,specialties,opening_hours
r5808,Curry House,INDIAN,9.9,Medium,Chinatown,34.15,59,"Halal, Kosher","Naan, Butter Chicken, Samosa",10 AM - 10 PM
r5809,Taj 809,INDIAN,9.2,Medium,Financial District,41.54,150,"Vegetarian, Vegan","Samosa, Butter Chicken, Biryani",10 AM - 10 PM
r5810,The Indian Place 810,INDIAN,8.8,High,Riverside,93.17,504,"Organic, Vegetarian","Samosa, Naan, Butter Chicken",12 AM - 11 PM
r5811,Curry House,INDIAN,9.8,Very High,Tech Park,125.73,377,"Gluten-free, Low-Carb","Butter Chicken, Naan, Biryani",9 AM - 10 PM
r5812,Maharaja 812,INDIAN,9.1,Very High,Arts District,115.99,418,"Vegan, Gluten-free","Butter Chicken, Samosa, Biryani",11 AM - 10 PM
r5813,Spice Route 813,INDIAN,9.2,Very High,University Area,153.37,369,"Vegan, Gluten-free","Biryani, Butter Chicken, Naan",10 AM - 11 PM
r5814,Spice Route,INDIAN,9.6,Very High,Mountain View,162.85,844,"Halal, Kosher","Naan, Biryani, Butter Chicken",10 AM - 11 PM
r5815,India 815,INDIAN,9.7,Low,Suburban,23.64,591,"Halal, Gluten-free, Vegan, Kosher","Naan, Biryani, Samosa",12 AM - 11 PM
r5816,The Indian Place 816,INDIAN,8.7,Very High,Downtown,151.71,110,"Organic, Vegetarian","Samosa, Butter Chicken, Naan",9 AM - 11 PM
r5817,Taj,INDIAN,8.6,Medium,Beach Area,35.87,364,"Vegetarian, Vegan","Samosa, Naan, Biryani",10 AM - 11 PM
r5818,Taj 818,INDIAN,9.7,Low,University Area,14.44,543,Organic,"Samosa, Biryani, Naan",10 AM - 10 PM
r5819,Spice Route 819,INDIAN,8.8,High,Downtown,83.07,178,"Halal, Kosher","Naan, Butter Chicken, Samosa",10 AM - 10 PM
r5820,India 820,INDIAN,9.3,Low,Downtown,11.69,362,"Organic, Kosher, Low-Carb","Biryani, Samosa, Butter Chicken",10 AM - 11 PM
r5821,Maharaja 821,INDIAN,9.5,Medium,Arts District,46.94,237,"Organic, Kosher, Low-Carb","Biryani, Naan, Samosa",9 AM - 10 PM
r5822,Taj 822,INDIAN,9.1,Low,Harbor,17.6,736,"Halal, Gluten-free, Vegan, Kosher","Biryani, Butter Chicken, Samosa",12 AM - 11 PM
r5823,Taj,INDIAN,9.5,Very High,Arts District,101.42,641,"Gluten-free, Low-Carb","Biryani, Samosa, Naan",9 AM - 10 PM
r5824,Spice Route 824,INDIAN,8.6,Low,Riverside,26.74,542,"Halal, Kosher","Butter Chicken, Naan, Biryani",11 AM - 11 PM
r5825,Himalaya 825,INDIAN,9.3,Medium,Arts District,44.11,593,"Organic, Vegetarian","Biryani, Samosa, Naan",12 AM - 10 PM
r5826,India 826,INDIAN,8.7,Very High,Downtown,164.05,377,"Organic, Kosher, Low-Carb","Naan, Samosa, Butter Chicken",10 AM - 10 PM
r5827,Maharaja 827,INDIAN,9.1,Very High,University Area,166.45,395,"Gluten-free, Low-Carb","Biryani, Naan, Samosa",11 AM - 10 PM
r5828,Curry House 828,INDIAN,9.9,Low,Tech Park,21.25,846,"Halal, Kosher","Naan, Butter Chicken, Samosa",12 AM - 10 PM
r5829,Himalaya,INDIAN,9.2,Low,City Center,22.66,296,"Halal, Kosher","Butter Chicken, Naan, Biryani",9 AM - 11 PM
r5830,India 830,INDIAN,9.3,Very High,Mountain View,125.27,880,"Organic, Vegetarian","Samosa, Butter Chicken, Naan",12 AM - 11 PM
r5831,Spice Route 831,INDIAN,9.4,Very High,Mountain View,162.7,77,"Halal, Gluten-free, Vegan, Kosher","Samosa, Butter Chicken, Biryani",10 AM - 11 PM
r5832,Taj,INDIAN,9.6,Very High,Entertainment District,198.5,825,"Gluten-free, Low-Carb","Naan, Butter Chicken, Biryani",12 AM - 11 PM
r5833,Himalaya 833,INDIAN,9.5,Low,Mountain View,13.95,616,"Organic, Kosher, Low-Carb","Naan, Biryani, Butter Chicken",11 AM - 11 PM
r5834,The Indian Place 834,INDIAN,9.2,High,Old Town,64.46,89,"Organic, Vegetarian","Naan, Butter Chicken, Samosa",9 AM - 11 PM
r5835,Maharaja,INDIAN,8.5,Low,Harbor,28.44,179,"Organic, Vegetarian","Samosa, Naan, Butter Chicken",10 AM - 10 PM
r5836,Maharaja 836,INDIAN,9.7,Medium,City Center,38.2,329,"Halal, Gluten-free, Vegan, Kosher","Butter Chicken, Biryani, Samosa",9 AM - 10 PM
r5837,India 837,INDIAN,9.3,Low,Riverside,18.59,280,"Halal, Kosher","Biryani, Samosa, Naan",9 AM - 10 PM
r5838,India 838,INDIAN,9.9,Very High,Chinatown,122.17,803,"Organic, Kosher, Low-Carb","Samosa, Butter Chicken, Biryani",11 AM - 11 PM
r5839,Spice Route 839,INDIAN,9.7,High,Chinatown,96.9,350,"Halal, Kosher","Samosa, Naan, Butter Chicken",9 AM - 10 PM
r5840,Himalaya 840,INDIAN,9.1,Very High,Harbor,111.7,568,Organic,"Butter Chicken, Biryani, Samosa",9 AM - 10 PM
r5841,The Indian Place,INDIAN,8.8,Very High,Arts District,190.89,146,"Halal, Kosher","Naan, Biryani, Samosa",10 AM - 10 PM
r5842,Spice Route 842,INDIAN,8.7,Low,Financial District,25.91,189,"Halal, Kosher","Biryani, Naan, Butter Chicken",12 AM - 11 PM
r5843,Taj 843,INDIAN,9.0,Medium,Uptown,47.65,559,"Gluten-free, Low-Carb","Butter Chicken, Naan, Samosa",11 AM - 10 PM
r5844,Spice Route,INDIAN,9.0,Low,Riverside,18.94,839,"Halal, Kosher","Samosa, Butter Chicken, Biryani",10 AM - 11 PM
r5845,Taj 845,INDIAN,9.1,Medium,Arts District,43.0,416,"Organic, Vegetarian","Naan, Samosa, Biryani",10 AM - 10 PM
r5846,Spice Route 846,INDIAN,9.3,High,Tech Park,71.07,516,Organic,"Naan, Butter Chicken, Samosa",12 AM - 10 PM
r5847,India 847,INDIAN,9.6,Very High,Mountain View,130.52,398,Organic,"Samosa, Biryani, Naan",12 AM - 10 PM
r5848,Maharaja 848,INDIAN,8.6,Medium,Beach Area,40.5,579,"Vegetarian, Vegan","Samosa, Naan, Butter Chicken",12 AM - 10 PM
r5849,The Indian Place 849,INDIAN,9.6,High,Arts District,91.11,743,Organic,"Naan, Samosa, Biryani",11 AM - 10 PM
r5850,The Indian Place,INDIAN,9.0,High,Tech Park,94.51,696,"Halal, Kosher","Butter Chicken, Samosa, Biryani",9 AM - 10 PM
r5851,Curry House 851,INDIAN,9.9,Low,Tech Park,12.21,365,"Gluten-free, Low-Carb","Naan, Samosa, Biryani",9 AM - 11 PM
r5852,Spice Route 852,INDIAN,8.8,Low,Chinatown,13.58,275,"Halal, Gluten-free, Vegan, Kosher","Naan, Butter Chicken, Biryani",12 AM - 10 PM
r5853,Taj,INDIAN,8.6,Medium,Chinatown,43.9,661,"Halal, Gluten-free, Vegan, Kosher","Samosa, Naan, Biryani",12 AM - 11 PM
r5854,Curry House 854,INDIAN,9.7,Low,Riverside,23.8,584,Organic,"Biryani, Naan, Samosa",11 AM - 10 PM
r5855,Maharaja 855,INDIAN,9.5,Low,Riverside,29.49,80,"Gluten-free, Low-Carb","Biryani, Butter Chicken, Naan",12 AM - 10 PM
r5856,Spice Route,INDIAN,9.4,Medium,Entertainment District,43.88,349,"Vegan, Gluten-free","Naan, Butter Chicken, Samosa",10 AM - 11 PM
r5857,The Indian Place 857,INDIAN,8.5,Low,Entertainment District,21.03,460,"Organic, Kosher, Low-Carb","Butter Chicken, Samosa, Naan",9 AM - 10 PM
r5858,Taj 858,INDIAN,9.2,High,Tech Park,72.62,923,"Vegan, Gluten-free","Naan, Butter Chicken, Biryani",10 AM - 10 PM
r5859,Maharaja,INDIAN,9.3,High,Financial District,67.3,830,"Halal, Kosher","Butter Chicken, Naan, Samosa",10 AM - 11 PM
r5860,Spice Route 860,INDIAN,9.6,Very High,Arts District,187.02,125,"Halal, Kosher","Naan, Butter Chicken, Biryani",9 AM - 10 PM
r5861,Maharaja 861,INDIAN,8.8,Low,Mountain View,24.14,134,"Organic, Vegetarian","Butter Chicken, Biryani, Samosa",9 AM - 11 PM
r5862,India 862,INDIAN,8.9,High,Suburban,68.57,679,"Halal, Kosher","Naan, Samosa, Biryani",9 AM - 11 PM
r5863,Curry House 863,INDIAN,8.5,High,Entertainment District,64.99,688,"Halal, Gluten-free, Vegan, Kosher","Samosa, Biryani, Naan",9 AM - 11 PM
r5864,Spice Route 864,INDIAN,9.0,Medium,Suburban,55.81,737,Organic,"Biryani, Samosa, Butter Chicken",10 AM - 11 PM
r5865,Taj,INDIAN,8.9,High,Entertainment District,67.46,309,Organic,"Naan, Samosa, Butter Chicken",10 AM - 11 PM
r5866,Himalaya 866,INDIAN,9.2,Medium,Harbor,30.55,507,"Organic, Vegetarian","Biryani, Naan, Butter Chicken",12 AM - 11 PM
r5867,Taj 867,INDIAN,9.4,Medium,Downtown,43.81,907,"Halal, Kosher","Samosa, Butter Chicken, Biryani",11 AM - 11 PM
r5868,Maharaja,INDIAN,10.0,Very High,Suburban,195.14,910,"Organic, Kosher, Low-Carb","Samosa, Butter Chicken, Biryani",10 AM - 11 PM
r5869,The Indian Place 869,INDIAN,9.8,Low,Beach Area,10.29,299,"Organic, Kosher, Low-Carb","Biryani, Samosa, Butter Chicken",9 AM - 10 PM
r5870,Taj 870,INDIAN,9.2,High,Uptown,89.77,398,"Organic, Kosher, Low-Carb","Samosa, Biryani, Naan",12 AM - 11 PM
r5871,Spice Route,INDIAN,9.6,High,Old Town,63.47,61,"Organic, Vegetarian","Butter Chicken, Naan, Samosa",10 AM - 11 PM
r5872,India 872,INDIAN,8.6,Very High,Entertainment District,140.18,385,"Gluten-free, Low-Carb","Naan, Samosa, Biryani",12 AM - 10 PM
r5873,Curry House 873,INDIAN,8.8,Very High,Entertainment District,160.43,728,Organic,"Naan, Butter Chicken, Samosa",10 AM - 11 PM
r5874,Taj,INDIAN,8.7,High,Entertainment District,75.9,220,Organic,"Naan, Samosa, Butter Chicken",10 AM - 11 PM
r5875,The Indian Place 875,INDIAN,8.6,Low,Downtown,27.48,163,"Gluten-free, Low-Carb","Samosa, Biryani, Butter Chicken",9 AM - 10 PM
r5876,Himalaya 876,INDIAN,9.6,Medium,Harbor,45.02,112,"Organic, Vegetarian","Naan, Butter Chicken, Biryani",9 AM - 10 PM
r5877,Spice Route,INDIAN,9.9,Low,Financial District,19.25,417,"Vegetarian, Vegan","Naan, Butter Chicken, Samosa",10 AM - 11 PM
r5878,Taj 878,INDIAN,8.6,Low,University Area,16.97,566,Organic,"Butter Chicken, Naan, Samosa",10 AM - 10 PM
r5879,Curry House 879,INDIAN,9.9,High,Entertainment District,95.07,936,"Vegan, Gluten-free","Biryani, Butter Chicken, Samosa",12 AM - 11 PM
r5880,Curry House,INDIAN,9.8,Low,Downtown,24.52,998,"Halal, Kosher","Naan, Samosa, Butter Chicken",11 AM - 10 PM
r5881,Taj 881,INDIAN,9.2,Medium,Mountain View,52.43,502,"Vegan, Gluten-free","Naan, Samosa, Biryani",10 AM - 10 PM
r5882,Taj 882,INDIAN,9.1,Very High,Old Town,172.36,462,Organic,"Samosa, Butter Chicken, Biryani",12 AM - 11 PM
r5883,The Indian Place,INDIAN,9.8,Very High,Old Town,167.68,92,"Organic, Vegetarian","Biryani, Butter Chicken, Naan",10 AM - 11 PM
r5884,India 884,INDIAN,9.3,Very High,Suburban,115.5,466,"Organic, Kosher, Low-Carb","Samosa, Naan, Biryani",12 AM - 11 PM
r5885,India 885,INDIAN,9.0,Medium,University Area,33.15,665,"Gluten-free, Low-Carb","Butter Chicken, Biryani, Samosa",9 AM - 10 PM
r5886,Himalaya,INDIAN,8.6,Low,Chinatown,14.62,503,"Vegetarian, Vegan","Samosa, Butter Chicken, Naan",9 AM - 10 PM
r5887,The Indian Place 887,INDIAN,9.7,Low,Tech Park,29.93,257,"Organic, Vegetarian","Biryani, Butter Chicken, Naan",10 AM - 10 PM
r5888,India 888,INDIAN,10.0,Medium,Mountain View,32.05,176,"Organic, Kosher, Low-Carb","Biryani, Naan, Butter Chicken",9 AM - 10 PM
r5889,Maharaja,INDIAN,8.7,Medium,Harbor,45.19,549,"Gluten-free, Low-Carb","Naan, Butter Chicken, Biryani",11 AM - 11 PM
r5890,Curry House 890,INDIAN,8.9,Very High,University Area,124.56,548,"Halal, Kosher","Naan, Biryani, Samosa",10 AM - 11 PM
r5891,Maharaja 891,INDIAN,9.4,Low,Downtown,18.37,777,Organic,"Biryani, Samosa, Naan",12 AM - 10 PM
r5892,Maharaja,INDIAN,9.2,Medium,City Center,47.76,357,"Halal, Gluten-free, Vegan, Kosher","Butter Chicken, Naan, Biryani",9 AM - 10 PM
r5893,The Indian Place 893,INDIAN,8.8,Very High,Riverside,167.06,405,"Halal, Kosher","Naan, Samosa, Butter Chicken",12 AM - 11 PM
r5894,Spice Route 894,INDIAN,9.6,Medium,Old Town,52.99,875,"Organic, Vegetarian","Butter Chicken, Biryani, Samosa",12 AM - 11 PM
r5895,Spice Route,INDIAN,9.1,Medium,City Center,43.07,571,"Organic, Kosher, Low-Carb","Butter Chicken, Biryani, Samosa",11 AM - 11 PM
r5896,Curry House 896,INDIAN,8.7,Medium,Financial District,37.73,933,"Organic, Vegetarian","Samosa, Naan, Butter Chicken",10 AM - 10 PM
r5897,Curry House 897,INDIAN,9.7,Medium,Arts District,54.4,105,"Vegetarian, Vegan","Biryani, Butter Chicken, Samosa",9 AM - 11 PM
r5898,India 898,INDIAN,9.7,High,Riverside,80.98,285,Organic,"Samosa, Naan, Butter Chicken",12 AM - 11 PM
r5899,Spice Route 899,INDIAN,8.5,Medium,Suburban,58.1,883,"Organic, Kosher, Low-Carb","Naan, Biryani, Samosa",12 AM - 10 PM
r5900,Spice Route 900,INDIAN,9.5,High,Uptown,60.79,662,"Vegetarian, Vegan","Butter Chicken, Samosa, Naan",12 AM - 10 PM
r5901,Maharaja,INDIAN,9.7,High,Beach Area,99.96,757,"Vegetarian, Vegan","Butter Chicken, Biryani, Naan",9 AM - 11 PM
r5902,Himalaya 902,INDIAN,9.8,Very High,Downtown,178.41,384,"Gluten-free, Low-Carb","Naan, Samosa, Biryani",11 AM - 10 PM
r5903,Curry House 903,INDIAN,8.6,Low,Mountain View,25.67,167,"Organic, Kosher, Low-Carb","Biryani, Naan, Samosa",10 AM - 11 PM
r5904,Himalaya,INDIAN,8.7,Low,City Center,13.89,486,"Vegan, Gluten-free","Biryani, Naan, Butter Chicken",10 AM - 10 PM
r5905,India 905,INDIAN,9.4,High,Entertainment District,90.6,974,"Organic, Kosher, Low-Carb","Biryani, Butter Chicken, Samosa",11 AM - 11 PM
r5906,Maharaja 906,INDIAN,9.5,High,University Area,83.71,534,"Vegan, Gluten-free","Biryani, Butter Chicken, Samosa",9 AM - 10 PM
r5907,India 907,INDIAN,8.8,High,City Center,92.95,945,"Halal, Kosher","Samosa, Biryani, Butter Chicken",9 AM - 10 PM
r5908,Spice Route 908,INDIAN,9.3,Very High,Downtown,136.67,481,"Halal, Kosher","Samosa, Butter Chicken, Biryani",9 AM - 11 PM
r5909,Spice Route 909,INDIAN,9.5,Medium,Harbor,59.06,775,"Organic, Kosher, Low-Carb","Samosa, Naan, Biryani",10 AM - 10 PM
r5910,Maharaja,INDIAN,8.7,High,Entertainment District,81.95,91,"Organic, Kosher, Low-Carb","Biryani, Samosa, Naan",9 AM - 10 PM
r5911,Taj 911,INDIAN,9.0,Low,City Center,23.0,105,"Vegetarian, Vegan","Samosa, Naan, Biryani",9 AM - 11 PM
r5912,Curry House 912,INDIAN,8.6,Very High,Financial District,159.31,937,"Gluten-free, Low-Carb","Butter Chicken, Samosa, Biryani",11 AM - 10 PM
r5913,Himalaya,INDIAN,9.2,Medium,Tech Park,43.25,126,"Organic, Kosher, Low-Carb","Samosa, Naan, Biryani",10 AM - 10 PM
r5914,India 914,INDIAN,9.0,Medium,Downtown,34.22,107,"Organic, Vegetarian","Biryani, Naan, Samosa",11 AM - 10 PM
r5915,The Indian Place 915,INDIAN,9.5,Very High,Old Town,182.6,716,"Vegan, Gluten-free","Samosa, Biryani, Naan",11 AM - 11 PM
r5916,Maharaja,INDIAN,10.0,Medium,Suburban,38.63,601,"Organic, Kosher, Low-Carb","Butter Chicken, Naan, Biryani",11 AM - 10 PM
r5917,The Indian Place 917,INDIAN,9.3,Very High,Beach Area,159.46,662,"Organic, Vegetarian","Biryani, Naan, Butter Chicken",11 AM - 10 PM
r5918,India 918,INDIAN,9.2,Low,City Center,15.76,874,"Organic, Kosher, Low-Carb","Biryani, Butter Chicken, Naan",11 AM - 11 PM
r5919,Curry House,INDIAN,8.7,Very High,Financial District,186.06,967,"Vegan, Gluten-free","Samosa, Butter Chicken, Naan",9 AM - 11 PM
r5920,India 920,INDIAN,9.6,Very High,Entertainment District,139.3,644,Organic,"Biryani, Naan, Samosa",10 AM - 11 PM
r5921,Himalaya 921,INDIAN,9.6,Low,Tech Park,10.83,357,"Organic, Vegetarian","Biryani, Butter Chicken, Samosa",9 AM - 10 PM
r5922,Maharaja,INDIAN,9.0,Medium,Chinatown,38.23,225,"Gluten-free, Low-Carb","Biryani, Butter Chicken, Samosa",10 AM - 11 PM
r5923,India 923,INDIAN,9.8,Very High,Financial District,103.12,97,"Organic, Vegetarian","Biryani, Naan, Butter Chicken",9 AM - 10 PM
r5924,The Indian Place 924,INDIAN,9.6,Low,Suburban,23.85,165,"Organic, Vegetarian","Naan, Butter Chicken, Samosa",10 AM - 11 PM
r5925,Maharaja,INDIAN,8.8,Medium,Mountain View,46.65,766,"Vegan, Gluten-free","Butter Chicken, Naan, Samosa",10 AM - 11 PM
r5926,Spice Route 926,INDIAN,9.4,Very High,Financial District,171.0,976,"Organic, Vegetarian","Samosa, Butter Chicken, Naan",11 AM - 10 PM
r5927,Spice Route 927,INDIAN,8.9,Low,City Center,21.64,855,"Organic, Kosher, Low-Carb","Biryani, Samosa, Naan",12 AM - 10 PM
r5928,India 928,INDIAN,8.7,Medium,Mountain View,51.65,531,"Vegetarian, Vegan","Butter Chicken, Samosa, Naan",11 AM - 11 PM
r5929,India 929,INDIAN,9.8,Very High,University Area,164.86,130,"Vegan, Gluten-free","Samosa, Biryani, Naan",12 AM - 10 PM
r5930,India 930,INDIAN,8.7,High,University Area,86.87,877,"Halal, Gluten-free, Vegan, Kosher","Biryani, Samosa, Butter Chicken",10 AM - 11 PM
r5931,Taj,INDIAN,9.0,High,Uptown,97.64,460,"Gluten-free, Low-Carb","Naan, Samosa, Butter Chicken",12 AM - 11 PM
r5932,The Indian Place 932,INDIAN,9.5,Medium,Tech Park,47.18,127,"Vegetarian, Vegan","Butter Chicken, Biryani, Naan",11 AM - 10 PM
r5933,The Indian Place 933,INDIAN,9.2,Low,Uptown,15.52,816,"Gluten-free, Low-Carb","Butter Chicken, Naan, Samosa",9 AM - 11 PM
r5934,The Indian Place,INDIAN,8.8,High,Beach Area,87.66,845,Organic,"Biryani, Naan, Samosa",12 AM - 10 PM
r5935,India 935,INDIAN,9.4,Very High,Arts District,125.35,873,"Halal, Gluten-free, Vegan, Kosher","Samosa, Naan, Biryani",9 AM - 11 PM
r5936,Maharaja 936,INDIAN,8.7,Very High,Financial District,164.84,122,"Organic, Kosher, Low-Carb","Butter Chicken, Samosa, Biryani",9 AM - 10 PM
r5937,Maharaja,INDIAN,9.0,High,Tech Park,90.32,463,"Halal, Gluten-free, Vegan, Kosher","Samosa, Butter Chicken, Naan",9 AM - 10 PM
r5938,The Indian Place 938,INDIAN,8.9,Medium,Downtown,56.47,260,"Organic, Vegetarian","Samosa, Naan, Butter Chicken",11 AM - 11 PM
r5939,Spice Route 939,INDIAN,8.8,Medium,Riverside,33.04,507,"Vegan, Gluten-free","Naan, Samosa, Biryani",12 AM - 11 PM
r5940,Maharaja,INDIAN,10.0,Low,Old Town,29.94,673,"Halal, Gluten-free, Vegan, Kosher","Naan, Samosa, Butter Chicken",10 AM - 11 PM
r5941,Taj 941,INDIAN,9.0,Low,Arts District,16.81,981,"Vegan, Gluten-free","Biryani, Samosa, Naan",9 AM - 11 PM
r5942,India 942,INDIAN,9.5,Low,Downtown,17.97,714,"Halal, Kosher","Samosa, Biryani, Butter Chicken",12 AM - 10 PM
r5943,India 943,INDIAN,9.7,Very High,Downtown,178.47,520,"Halal, Kosher","Biryani, Butter Chicken, Samosa",9 AM - 11 PM
r5944,Spice Route 944,INDIAN,9.2,High,University Area,67.29,250,"Vegetarian, Vegan","Butter Chicken, Naan, Biryani",10 AM - 11 PM
r5945,Maharaja 945,INDIAN,9.8,Low,City Center,24.38,177,"Vegan, Gluten-free","Naan, Butter Chicken, Samosa",11 AM - 11 PM
r5946,Maharaja,INDIAN,9.6,Low,Uptown,29.47,970,"Vegan, Gluten-free","Samosa, Butter Chicken, Biryani",10 AM - 10 PM
r5947,India 947,INDIAN,9.6,Medium,Entertainment District,36.17,568,"Vegetarian, Vegan","Samosa, Biryani, Naan",12 AM - 11 PM
r5948,Curry House 948,INDIAN,9.4,Low,Chinatown,21.26,725,"Organic, Kosher, Low-Carb","Butter Chicken, Biryani, Naan",12 AM - 10 PM
r5949,Himalaya,INDIAN,8.6,Very High,Arts District,179.11,754,"Organic, Kosher, Low-Carb","Samosa, Butter Chicken, Naan",9 AM - 10 PM
r5950,Curry House 950,INDIAN,8.6,High,Downtown,69.46,657,"Organic, Kosher, Low-Carb","Butter Chicken, Biryani, Naan",12 AM - 10 PM
r5951,India 951,INDIAN,10.0,Medium,Chinatown,37.04,682,"Organic, Vegetarian","Butter Chicken, Biryani, Naan",11 AM - 11 PM
r5952,Spice Route,INDIAN,8.6,Low,City Center,24.29,760,"Halal, Gluten-free, Vegan, Kosher","Naan, Biryani, Samosa",10 AM - 10 PM
r5953,Spice Route 953,INDIAN,9.7,Low,University Area,27.23,914,"Vegan, Gluten-free","Naan, Butter Chicken, Samosa",11 AM - 10 PM
r5954,Himalaya 954,INDIAN,9.8,Low,Chinatown,22.91,976,"Vegan, Gluten-free","Biryani, Butter Chicken, Naan",10 AM - 10 PM
r5955,The Indian Place,INDIAN,9.6,Medium,Tech Park,48.22,942,"Organic, Vegetarian","Butter Chicken, Naan, Samosa",10 AM - 10 PM
r5956,Himalaya 956,INDIAN,8.9,Low,City Center,30.0,424,"Vegan, Gluten-free","Butter Chicken, Samosa, Biryani",12 AM - 11 PM
r5957,India 957,INDIAN,8.8,Very High,Old Town,181.16,936,Organic,"Samosa, Biryani, Naan",12 AM - 11 PM
r5958,Maharaja,INDIAN,9.0,Very High,Tech Park,199.12,111,Organic,"Butter Chicken, Naan, Samosa",11 AM - 10 PM
r5959,Taj 959,INDIAN,9.1,Very High,Arts District,113.28,571,"Vegan, Gluten-free","Butter Chicken, Samosa, Biryani",9 AM - 11 PM
r5960,Maharaja 960,INDIAN,9.3,Low,Chinatown,19.46,593,"Organic, Vegetarian","Butter Chicken, Biryani, Samosa",10 AM - 11 PM
r5961,India 961,INDIAN,9.1,High,Tech Park,78.35,54,Organic,"Naan, Butter Chicken, Biryani",9 AM - 11 PM
r5962,Curry House 962,INDIAN,9.8,Very High,Entertainment District,117.51,457,"Gluten-free, Low-Carb","Samosa, Naan, Butter Chicken",10 AM - 11 PM
r5963,Taj 963,INDIAN,9.7,High,City Center,65.29,661,Organic,"Samosa, Butter Chicken, Biryani",12 AM - 10 PM
r5964,Curry House,INDIAN,8.6,Very High,Financial District,107.47,79,Organic,"Samosa, Naan, Biryani",12 AM - 10 PM
r5965,Spice Route 965,INDIAN,8.6,High,Suburban,77.61,329,"Halal, Gluten-free, Vegan, Kosher","Samosa, Butter Chicken, Naan",11 AM - 10 PM
r5966,Spice Route 966,INDIAN,9.7,High,Downtown,80.81,812,Organic,"Biryani, Butter Chicken, Naan",11 AM - 10 PM
r5967,The Indian Place,INDIAN,9.9,Very High,Mountain View,193.03,609,"Halal, Gluten-free, Vegan, Kosher","Samosa, Biryani, Naan",12 AM - 11 PM
r5968,Maharaja 968,INDIAN,8.5,Very High,Financial District,135.79,416,"Organic, Kosher, Low-Carb","Samosa, Naan, Biryani",11 AM - 10 PM
r5969,Taj 969,INDIAN,9.0,Medium,Downtown,47.65,302,"Halal, Gluten-free, Vegan, Kosher","Butter Chicken, Samosa, Naan",12 AM - 10 PM
r5970,The Indian Place,INDIAN,9.0,Medium,Tech Park,56.88,442,"Halal, Gluten-free, Vegan, Kosher","Naan, Biryani, Samosa",10 AM - 10 PM
r5971,India 971,INDIAN,9.0,Medium,Mountain View,43.5,704,"Halal, Gluten-free, Vegan, Kosher","Naan, Biryani, Butter Chicken",10 AM - 10 PM
r5972,Maharaja 972,INDIAN,9.3,High,Financial District,74.95,333,Organic,"Samosa, Biryani, Naan",11 AM - 10 PM
r5973,Maharaja,INDIAN,8.8,High,Chinatown,61.87,237,"Organic, Kosher, Low-Carb","Butter Chicken, Naan, Biryani",12 AM - 10 PM
r5974,Curry House 974,INDIAN,9.5,Low,Uptown,12.58,81,"Gluten-free, Low-Carb","Biryani, Samosa, Butter Chicken",12 AM - 11 PM
r5975,The Indian Place 975,INDIAN,9.2,Low,Riverside,28.34,268,Organic,"Naan, Butter Chicken, Biryani",12 AM - 11 PM
r5976,Spice Route,INDIAN,9.2,Low,Riverside,15.58,114,Organic,"Naan, Biryani, Samosa",12 AM - 11 PM
r5977,India 977,INDIAN,8.5,Medium,Financial District,48.36,743,Organic,"Butter Chicken, Samosa, Biryani",12 AM - 11 PM
r5978,The Indian Place 978,INDIAN,9.6,Low,City Center,25.55,992,"Vegan, Gluten-free","Samosa, Naan, Butter Chicken",10 AM - 10 PM
r5979,Curry House,INDIAN,9.4,Medium,Chinatown,53.57,292,"Gluten-free, Low-Carb","Butter Chicken, Naan, Biryani",10 AM - 10 PM
r5980,Curry House 980,INDIAN,9.5,High,Entertainment District,64.15,716,"Gluten-free, Low-Carb","Biryani, Naan, Butter Chicken",9 AM - 11 PM
r5981,Himalaya 981,INDIAN,8.7,Low,Uptown,11.65,426,"Vegetarian, Vegan","Biryani, Samosa, Butter Chicken",11 AM - 11 PM
r5982,The Indian Place,INDIAN,8.8,Low,Harbor,24.4,180,"Vegetarian, Vegan","Biryani, Naan, Samosa",11 AM - 10 PM
r5983,Curry House 983,INDIAN,9.6,Low,Mountain View,28.82,123,"Vegetarian, Vegan","Biryani, Samosa, Butter Chicken",12 AM - 10 PM
r5984,Spice Route 984,INDIAN,9.2,High,Financial District,83.55,847,Organic,"Butter Chicken, Biryani, Samosa",9 AM - 10 PM
r5985,India 985,INDIAN,9.4,Low,Mountain View,21.92,399,"Gluten-free, Low-Carb","Samosa, Naan, Butter Chicken",9 AM - 11 PM
r5986,Spice Route 986,INDIAN,8.7,Low,Tech Park,18.32,804,"Organic, Vegetarian","Naan, Samosa, Biryani",9 AM - 11 PM
r5987,The Indian Place 987,INDIAN,8.8,Low,Riverside,16.97,799,"Halal, Gluten-free, Vegan, Kosher","Naan, Samosa, Biryani",11 AM - 11 PM
r5988,Himalaya,INDIAN,8.7,Medium,City Center,37.67,284,"Gluten-free, Low-Carb","Butter Chicken, Samosa, Biryani",11 AM - 11 PM
r5989,Curry House 989,INDIAN,9.8,Low,Old Town,19.51,979,"Vegan, Gluten-free","Biryani, Naan, Samosa",10 AM - 10 PM
r5990,Spice Route 990,INDIAN,9.2,Very High,Arts District,176.36,471,"Halal, Gluten-free, Vegan, Kosher","Butter Chicken, Samosa, Naan",11 AM - 10 PM
r5991,India 991,INDIAN,9.4,Very High,Financial District,110.23,489,Organic,"Butter Chicken, Naan, Biryani",12 AM - 10 PM
